Event Name,Event Date,Links,Event URL
Senior Swing Silent Disco,16 augustus 2025,https://bibelot.net/,https://www.djguide.nl/party.p/532984/senior-swing-silent-disco
Brandstof: Silent Disco,16 augustus 2025,https://bibelot.net/,https://www.djguide.nl/party.p/536115/brandstof-silent-disco
Cool down with BOZU,16 augustus 2025,https://www.champino.nl/,https://www.djguide.nl/party.p/535569/cool-down-with-bozu
Boerenrockfestival 2025 - zaterdag,16 augustus 2025,https://www.boerenrock-festival.nl/ | https://www.ticketswap.com/event/boerenrock-2025/6d8be010-68da-4d75-a9b2-7f9b56b828a1?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website,https://www.djguide.nl/party.p/528057/boerenrockfestival-2025-zaterdag
Rewind Outdoor,16 augustus 2025,https://appic.shop/redirect/dde43470-cf97-4c5f-9b78-c86d2d9dc352?source=djguide | https://www.dok149.com/ | https://www.rewind.amsterdam/ | https://www.ticketswap.com/event/rewind-outdoor/8c65e567-b0ed-408a-ae74-5001075960a2?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website,https://www.djguide.nl/party.p/523649/rewind-outdoor
Tropicalia,16 augustus 2025,https://tropicaliaevents.nl/ | https://www.fortsintgertrudis.nl/,https://www.djguide.nl/party.p/534976/tropicalia
Goesthing,16 augustus 2025,https://www.eltoro.nl/,https://www.djguide.nl/party.p/533795/goesthing
Club3 x No More Festival,16 augustus 2025,https://club3haarlem.nl/ | https://ticketmaster-nl.tm7510.net/c/1256719/427748/7510?u=https%3A%2F%2Fwww.universe.com%2Fevents%2Fclub3-x-no-more-festival-tickets-GZMFQY%3Fref%3Dticketmaster&utm_medium=affiliate,https://www.djguide.nl/party.p/535023/club3-x-no-more-festival
R2 Festival Reinier Zonneveld,16 augustus 2025,http://amsterdamr2.nl/ | https://www.freeyourmindfestival.nl/ | https://www.spaarnwoude.nl/ | https://www.ticketswap.com/event/r2-festival-reinier-zonneveld/bb3aceef-87cf-45aa-8dce-b71096b0137e?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website,https://www.djguide.nl/party.p/524839/r2-festival-reinier-zonneveld
Helden Op Reis,16 augustus 2025,https://switchhelden.nl/,https://www.djguide.nl/party.p/532549/helden-op-reis
Decibel Outdoor 2025 - Saturday,16 augustus 2025,https://www.b2s.nl/decibel | https://www.ticketswap.com/event/decibel-outdoor-2025/90c67278-0b27-4536-bd47-18c13a4de634?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website,https://www.djguide.nl/party.p/521358/decibel-outdoor-2025-saturday
30+flashback (The Summer Edition),16 augustus 2025,https://www.cafe-eddies.nl/,https://www.djguide.nl/party.p/529905/30flashback-the-summer-edition
FOMO,16 augustus 2025,https://kikiclub.nl/,https://www.djguide.nl/party.p/533968/fomo
Complex Summer with Lorrie / Manillo / The Drift System,16 augustus 2025,https://complexmaastricht.nl/ | https://www.ticketswap.com/event/complex-summer-with-lorrie-manillo-the-drift-system/96cd736f-cc0a-43d0-8b66-d34c5ccef379?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website,https://www.djguide.nl/party.p/526219/complex-summer-with-lorrie-manillo-the-drift-system
Groovebox Festival 2025,16 augustus 2025,https://www.groovebox.events/ | https://www.ticketswap.com/event/groovebox/a80f4ee3-c4c1-4262-b183-5cf7fbacf519?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website,https://www.djguide.nl/party.p/515396/groovebox-festival-2025
We Love The 90's Festival 2025,16 augustus 2025,https://welovethe90s.nl/ | https://www.ticketswap.com/event/we-love-the-90s-festival-2025/ad2a8937-0c8f-4480-aa08-c82c3ba372ab?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website,https://www.djguide.nl/party.p/499801/we-love-the-90s-festival-2025
Summer Beach Party,16 augustus 2025,https://nederzandt.nl/ | https://www.disco-train.nl/ | https://www.ticketswap.com/event/summer-beach-party/a5da08ae-8095-463e-b676-bb56e6b58f60?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website,https://www.djguide.nl/party.p/526636/summer-beach-party
El Sommer Long - Beach Cafe,16 augustus 2025,https://www.elsom-reusel.nl/,https://www.djguide.nl/party.p/532560/el-sommer-long-beach-cafe
Tropicana Festival 2025,16 augustus 2025,https://barstroom.nl/ | https://www.ticketswap.com/event/tropicana-festival-2025/7704fd21-fb07-4a83-82b2-9670d38c6ae2?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website | https://www.tropicanafestival.nl/,https://www.djguide.nl/party.p/532333/tropicana-festival-2025
Join the Club: Prince vs Michael,16 augustus 2025,https://bird-rotterdam.nl/event/views-usher-vs-chris-brown,https://www.djguide.nl/party.p/530754/join-the-club-prince-vs-michael
Bachata Exotica 010,16 augustus 2025,https://cafeclubuniek.nl/ | https://www.exotic-events.nl/,https://www.djguide.nl/party.p/534046/bachata-exotica-010
Dansen met Je Moeder,16 augustus 2025,https://www.dedoelen.nl/nl/agenda/23010/hiphop-r-b-afrobeat-funk-en-guilty-pleasures/dansen-met-je-moeder | https://www.dedoelen.nl/nl/pQWz7SL/studio1/de-doelen-studio,https://www.djguide.nl/party.p/528228/dansen-met-je-moeder
.Achterwerk,16 augustus 2025,https://bird-rotterdam.nl/garden,https://www.djguide.nl/party.p/532487/.achterwerk
Super Rich Kids - Summer Rich Kids,16 augustus 2025,https://www.munchrotterdam.nl/events/super-rich-kids-168 | https://www.munchrotterdam.nl/srk,https://www.djguide.nl/party.p/529091/super-rich-kids-summer-rich-kids
The Code [360 Stage],16 augustus 2025,https://dance.maassilo.com/ | https://www.thecodeistechno.com/ | https://www.ticketswap.com/event/the-code-is-techno/6ed43af6-8722-43da-b8b0-0b379c4bb303?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website,https://www.djguide.nl/party.p/527804/the-code-360-stage
Good Life Agency Night,16 augustus 2025,https://www.perron.nl/2025/04/25/august-16-good-life-agency-night,https://www.djguide.nl/party.p/525037/good-life-agency-night
"80s, 90s & 00s Alternative",16 augustus 2025,https://www.rotown.nl/,https://www.djguide.nl/party.p/532983/80s-90s-00s-alternative
O Gece Bu Gece Rotterdam,16 augustus 2025,https://thegrit.nl/,https://www.djguide.nl/party.p/535845/o-gece-bu-gece-rotterdam
3 Years (Minus 1) Anniversary #2,16 augustus 2025,https://timeisthenew.space/,https://www.djguide.nl/party.p/535528/3-years-minus-1-anniversary-2
Smerige Hitjes,16 augustus 2025,https://www.tiwya.nl/,https://www.djguide.nl/party.p/533304/smerige-hitjes
Toffler presents Goodlife and Friends,16 augustus 2025,https://www.toffler.nl/,https://www.djguide.nl/party.p/533726/toffler-presents-goodlife-and-friends
Bokoesam (LIVE) @ Villa Thalia,16 augustus 2025,https://www.villathalia.nl/,https://www.djguide.nl/party.p/532489/bokoesam-live-villa-thalia
Oh! So 90s Is Back Baby,16 augustus 2025,https://beachclubindigo.nl/,https://www.djguide.nl/party.p/533656/oh-so-90s-is-back-baby
De Sessie,16 augustus 2025,https://appic.shop/redirect/c3188813-c8ba-4208-a8d6-e806bab79cf2?source=djguide | https://boomerangbeach.nl/ | https://www.ticketswap.com/event/de-sessie-tafkamp-b2b-lobster-4hrs/484d7136-ca18-4644-b2ad-9a3bc5eb2922?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website,https://www.djguide.nl/party.p/531303/de-sessie
Happy Feelings Scheveningen,16 augustus 2025,https://appic.shop/redirect/a20848f7-f47d-44ce-87cf-0d92e362ff6e?source=djguide | https://happyfeelings.nl/ | https://www.coloradocharlie.nl/ | https://www.ticketswap.com/event/happy-feelings-scheveningen/e88882cf-5eb3-4bb6-8d44-a5238162d300?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website,https://www.djguide.nl/party.p/515065/happy-feelings-scheveningen
Soixante Neuf x EVE,16 augustus 2025,https://eve-scheveningen.nl/ | https://soixante-neuf.nl/,https://www.djguide.nl/party.p/534536/soixante-neuf-x-eve
Bachata Dreams,16 augustus 2025,https://www.tikiroom.nl/,https://www.djguide.nl/party.p/525921/bachata-dreams
Chakra Party 20 Jaar,16 augustus 2025,http://bosvreugd.nl/ | https://www.dolleboel-events.be/chakra-party | https://www.ticketswap.com/event/chakra-party-20-jaar/e409138a-8bf4-41fc-ac7f-6451813d5e6c?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website,https://www.djguide.nl/party.p/512065/chakra-party-20-jaar
BASIS UKG Special/ DJ Gotu/ Jill-An/ Milion/ Prozak,16 augustus 2025,https://appic.shop/redirect/100c6502-75d0-4f8a-b479-f254473f40ed?source=djguide | https://clubbasis.nl/ | https://www.ticketswap.com/event/basis-ukg-special-dj-gotu-jill-an-milion-prozak/e71fe7e6-bebe-4e84-8c4c-4be78a603b0f?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website,https://www.djguide.nl/party.p/529939/basis-ukg-special-dj-gotu-jill-an-milion-prozak
PERRX,16 augustus 2025,https://ekko.nl/,https://www.djguide.nl/party.p/532643/perrx
De Allnighter,16 augustus 2025,https://www.nar.nl/,https://www.djguide.nl/party.p/530753/de-allnighter
De Microclub Utrecht,16 augustus 2025,https://www.demicroclub.nl/ | https://www.tivolivredenburg.nl/,https://www.djguide.nl/party.p/533422/de-microclub-utrecht
Kontakt & RPU & ToB present Das Dune,16 augustus 2025,https://www.dehangout.nl/,https://www.djguide.nl/party.p/535985/kontakt-rpu-tob-present-das-dune
DnBoat - Summer Rave,16 augustus 2025,https://www.ticketswap.com/event/dnboat-summer-rave/aceaa7ab-7af0-4d54-8af6-9241c738fab0?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website,https://www.djguide.nl/party.p/535867/dnboat-summer-rave
Lavish Island Fest,16 augustus 2025,https://hetstadsstrand.nl/ | https://lavisheventss.nl/ | https://www.ticketswap.com/event/lavish-island-fest/1b7feb0c-ea3a-41f0-9e9e-1ebf32eb8673?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website,https://www.djguide.nl/party.p/527766/lavish-island-fest
Sona presents: Pawsa in The Park,16 augustus 2025,https://www.sonaworldwide.com/pawsa-in-the-park-amsterdam | https://www.taets.com/ | https://www.ticketswap.com/event/sona-presents-pawsa-in-the-park/74bf60f5-30c2-42c5-a201-8f56ff66a24e?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website,https://www.djguide.nl/party.p/522916/sona-presents-pawsa-in-the-park
Strandverblijf 2025,16 augustus 2025,https://www.hetdagverblijf.nl/ | https://www.maniibeach.nl/ | https://www.ticketswap.com/event/strandverblijf-zandvoortbeachforevents/d7eba759-6995-480a-bd41-104be73a357a?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website,https://www.djguide.nl/party.p/499983/strandverblijf-2025
Beach Party,16 augustus 2025,https://www.onspaviljoen.nl/,https://www.djguide.nl/party.p/534319/beach-party
Klubhuis meets ClubNL,16 augustus 2025,https://www.paal69.com/,https://www.djguide.nl/party.p/535945/klubhuis-meets-clubnl
Ama House Night Party,16 augustus 2025,https://o1nelounge.nl/,https://www.djguide.nl/party.p/535908/ama-house-night-party
De Zomervloot x El Tony Mate,17 augustus 2025,https://dezomervloot.nl/ | https://www.ticketswap.com/event/de-zomervloot-x-el-tony-mate/9a4573d8-80db-4b50-8d25-837099cecf78?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website,https://www.djguide.nl/party.p/533571/de-zomervloot-x-el-tony-mate
"Aura At Bret w/ Delano Legito,Phara, She/her",17 augustus 2025,https://www.bret.bar/,https://www.djguide.nl/party.p/533662/aura-at-bret-w-delano-legitophara-sheher
Amapiano Sunset,17 augustus 2025,https://www.clubnoir-amsterdam.nl/,https://www.djguide.nl/party.p/534439/amapiano-sunset
Domingo de Involucre (Latin Sunday),17 augustus 2025,https://www.cluboutamsterdam.nl/ | https://www.fourvenues.com/en/club-out1/events/domingo-de-involucre-latin-sunday-17-08-2025-D74V,https://www.djguide.nl/party.p/534701/domingo-de-involucre-latin-sunday
Prime | Late Check-out,17 augustus 2025,https://www.clubprime.nl/,https://www.djguide.nl/party.p/534440/prime-late-check-out
Serve bikini,17 augustus 2025,https://www.derhintergarten.nl/,https://www.djguide.nl/party.p/533573/serve-bikini
Juice,17 augustus 2025,https://escape.nl/,https://www.djguide.nl/party.p/531787/juice
Reggae Lake Festival 2025 - Sunday,17 augustus 2025,https://reggaelake.nl/ | https://www.ticketswap.com/event/reggae-lake-festival/da6a5d37-6431-4db2-955b-d381c55d1eb7?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website,https://www.djguide.nl/party.p/510810/reggae-lake-festival-2025-sunday
Sundays at ToB Garage #4,17 augustus 2025,https://www.hetsalonateliers.com/,https://www.djguide.nl/party.p/535984/sundays-at-tob-garage-4
Afro Night Sunday,17 augustus 2025,https://ibizalounge.amsterdam/,https://www.djguide.nl/party.p/534214/afro-night-sunday
No Sundays Without Techno,17 augustus 2025,https://www.clubjohndoe.nl/,https://www.djguide.nl/party.p/534273/no-sundays-without-techno
Ratherlost - 24 Hours,17 augustus 2025,https://lofi.amsterdam/ | https://www.ticketswap.com/event/ratherlost-24hrs/a053dd7c-4768-4945-92fd-d4140a5af5e1?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website,https://www.djguide.nl/party.p/528264/ratherlost-24-hours
After Latin by D-rashid,17 augustus 2025,https://thetequilaclub.nl/,https://www.djguide.nl/party.p/536033/latin-afterparty-by-d-rashid
A Campingflight to Lowlands Paradise 2025 - Sunday,17 augustus 2025,https://ticketmaster-netherlands.sjv.io/c/1256719/427748/7510?u=https%3a%2f%2fwww.ticketmaster.nl%2fevent%2f296835286%3flanguage%3dnl-be | https://www.lowlands.nl/ | https://www.ticketswap.com/lowlands-festival?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website | https://www.walibi.nl/nl/zakelijk/mogelijkheden/locaties/evenemententerrein-walibi-holland,https://www.djguide.nl/party.p/535921/a-campingflight-to-lowlands-paradise-2025-sunday
"Joy w/ Luuk van Dijk, Benny Rodrigues & Robbie Doherty",17 augustus 2025,https://www.bronzebeach.nl/ | https://www.joy-events.nl/ | https://www.ticketswap.com/event/joy-w-luuk-van-dijk-benny-rodrigues-robbie-doherty/fb299c52-bca3-4cd5-8ceb-0b640d709235?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website,https://www.djguide.nl/party.p/532037/joy-w-luuk-van-dijk-benny-rodrigues-robbie-doherty
Summer Party,17 augustus 2025,https://www.tramzicht.nl/,https://www.djguide.nl/party.p/533423/summer-party
Boerenrockfestival 2025 - zondag,17 augustus 2025,https://www.boerenrock-festival.nl/ | https://www.ticketswap.com/event/boerenrock-2025/6d8be010-68da-4d75-a9b2-7f9b56b828a1?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website,https://www.djguide.nl/party.p/528058/boerenrockfestival-2025-zondag
Decibel Outdoor 2025 - Savage Sunday,17 augustus 2025,https://www.b2s.nl/decibel | https://www.ticketswap.com/event/decibel-outdoor-2025/90c67278-0b27-4536-bd47-18c13a4de634?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website,https://www.djguide.nl/party.p/521359/decibel-outdoor-2025-savage-sunday
De Hollandse Zomer 2025,17 augustus 2025,https://dehollandsezomer.nl/ | https://www.ticketswap.com/event/de-hollandse-zomer-2025/fa9216a7-acda-4b3e-88a6-021d7b580dcb?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website,https://www.djguide.nl/party.p/499802/de-hollandse-zomer-2025
"Colorado Charlie w/ LAMMER (5hrs), David Jackson",17 augustus 2025,https://www.coloradocharlie.nl/ | https://www.ticketswap.com/event/colorado-charlie-w-lammer-5hrs-david-jackson/0c515479-ce3e-4b4d-80be-c73849ae73ba?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website,https://www.djguide.nl/party.p/530209/colorado-charlie-w-lammer-5hrs-david-jackson
Chakra Party 20 Jaar,17 augustus 2025,http://bosvreugd.nl/ | https://www.dolleboel-events.be/chakra-party | https://www.ticketswap.com/event/chakra-party-20-jaar/e409138a-8bf4-41fc-ac7f-6451813d5e6c?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website,https://www.djguide.nl/party.p/535534/chakra-party-20-jaar
LatinVillage Festival 2025,17 augustus 2025,https://appic.shop/redirect/b2b0ac2a-2e00-442b-a477-25289c6fe6df?source=djguide | https://www.latinvillage.nl/ | https://www.spaarnwoudepark.nl/ | https://www.ticketswap.com/event/latinvillage-festival-2025/7bf31efc-5053-4df6-926a-599b88f7e9ec?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website,https://www.djguide.nl/party.p/499125/latinvillage-festival-2025
Brak op het Strand,17 augustus 2025,https://www.dehangout.nl/,https://www.djguide.nl/party.p/534336/brak-op-het-strand
Beach House,17 augustus 2025,https://www.paal69.com/ | https://www.ticketswap.com/event/beach-house-paal69-zandvoort-zondag-17-augustus-2025/9e531851-d02f-4416-89fa-cf3cfac182b3?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website,https://www.djguide.nl/party.p/533957/beach-house
Amapiano vs Bashment,18 augustus 2025,https://www.clubnoir-amsterdam.nl/,https://www.djguide.nl/party.p/534702/amapiano-vs-bashment
Prime - Pay Me Monday,18 augustus 2025,https://www.clubprime.nl/,https://www.djguide.nl/party.p/534441/prime-pay-me-monday
Mondays Are Epic!,18 augustus 2025,https://escape.nl/,https://www.djguide.nl/party.p/531788/mondays-are-epic
Hard Monday,18 augustus 2025,https://www.clubjohndoe.nl/,https://www.djguide.nl/party.p/532490/hard-monday
Cheeky Monday,18 augustus 2025,https://ticketmaster-netherlands.sjv.io/c/1256719/427748/7510?u=https%3a%2f%2fwww.ticketmaster.nl%2fevent%2f1213469331%3flanguage%3dnl-be | https://www.melkweg.nl/nl/agenda/cheeky-18-08-2025,https://www.djguide.nl/party.p/528694/cheeky-monday
Huisfiesta 16+,18 augustus 2025,https://panama.nl/event/huisfiesta-16-3,https://www.djguide.nl/party.p/534293/huisfiesta-16
Super Horeca Avond,18 augustus 2025,https://www.tramzicht.nl/,https://www.djguide.nl/party.p/533424/super-horeca-avond
Dipshit By Stëlz,19 augustus 2025,https://chicagosocialclub.nl/,https://www.djguide.nl/party.p/534638/dipshit-by-stelz
Prime - Ritual,19 augustus 2025,https://www.clubprime.nl/,https://www.djguide.nl/party.p/534442/prime-ritual
RMX,19 augustus 2025,https://escape.nl/,https://www.djguide.nl/party.p/531789/rmx
Phantom Techno,19 augustus 2025,https://www.clubjohndoe.nl/,https://www.djguide.nl/party.p/532038/phantom-techno
"Techno Tuesday Amsterdam , Hypnotic Black Magic, Dexon, Chafa",19 augustus 2025,https://www.indeepndance.com/c-5407568/events | https://www.melkweg.nl/nl/agenda/techno-tuesday-hypnotic-black-magic-19-08-2025,https://www.djguide.nl/party.p/531618/techno-tuesday-amsterdam-hypnotic-black-magic-dexon-chafa
Liv Vacation (Japan),19 augustus 2025,https://www.oliva-amsterdam.nl/,https://www.djguide.nl/party.p/522636/liv-vacation-japan
Pearl Village Festival 2025 - zaterdag,19 augustus 2025,https://pearlvillage.nl/,https://www.djguide.nl/party.p/522417/pearl-village-festival-2025-zaterdag
Vegas Night,19 augustus 2025,https://www.tramzicht.nl/,https://www.djguide.nl/party.p/533425/vegas-night
Striktly Summer Afterparty - Salsa & Bachata #8,19 augustus 2025,http://cafefust.nl/ | https://striktly.nl/,https://www.djguide.nl/party.p/529968/striktly-summer-afterparty-salsa-bachata-8
Striktly Summer - Salsa & Bachata Stadhuisplein #8,19 augustus 2025,https://striktly.nl/,https://www.djguide.nl/party.p/527307/striktly-summer-salsa-bachata-stadhuisplein-8
Eivissa x Sail-In,20 augustus 2025,https://eivissa-events.com/,https://www.djguide.nl/party.p/531898/eivissa-x-sail-in
Miercoles Latino (Latin Night),20 augustus 2025,https://www.cluboutamsterdam.nl/,https://www.djguide.nl/party.p/534703/miercoles-latino-latin-night
Prime - Momentum,20 augustus 2025,https://www.clubprime.nl/,https://www.djguide.nl/party.p/534443/prime-momentum
Amsterdam Hotspot,20 augustus 2025,https://escape.nl/,https://www.djguide.nl/party.p/531790/amsterdam-hotspot
RAVELAND x Shylodelic ART: Psychedelic Trance Rave,20 augustus 2025,https://www.clubjohndoe.nl/,https://www.djguide.nl/party.p/516992/raveland-x-shylodelic-art-psychedelic-trance-rave
Madam By Night Invites: Silven b2b Luca Brandse,20 augustus 2025,https://www.madamamsterdam.nl/,https://www.djguide.nl/party.p/535677/madam-by-night-invites-silven-b2b-luca-brandse
Raving Charlie,20 augustus 2025,https://nl.ra.co/events/2217630,https://www.djguide.nl/party.p/533721/raving-charlie
Non Stop - Every Wednesday,20 augustus 2025,https://www.oliva-amsterdam.nl/,https://www.djguide.nl/party.p/532876/non-stop-every-wednesday
Juicy Fruit,20 augustus 2025,https://www.paradiso.nl/programma/juicy-fruit/2584705,https://www.djguide.nl/party.p/532644/juicy-fruit
Wednesday Waves,20 augustus 2025,https://thetequilaclub.nl/,https://www.djguide.nl/party.p/535063/wednesday-waves
Pearl Village Festival 2025 - zondag,20 augustus 2025,https://pearlvillage.nl/,https://www.djguide.nl/party.p/522418/pearl-village-festival-2025-zondag
Cocktail Party,20 augustus 2025,https://www.tramzicht.nl/,https://www.djguide.nl/party.p/533426/cocktail-party
"De Boeskool Is Lös, hét Zomerfeest van Oldenzaal",20 augustus 2025,https://www.boeskoolislos.nl/,https://www.djguide.nl/party.p/521645/de-boeskool-is-ls-ht-zomerfeest-van-oldenzaal
Teenageparty – Tropicool,20 augustus 2025,https://lucky.nl/,https://www.djguide.nl/party.p/531474/teenageparty-tropicool
Styass events presents Midweek,20 augustus 2025,https://appic.shop/redirect/6c7d4991-3f4a-4851-aa4e-28c5aa311dce?source=djguide | https://dewerfkelder.nl/ | https://www.ticketswap.com/event/styassevents-presents-midweek/f2f04831-f7fd-433f-8725-ce368b9df465?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website,https://www.djguide.nl/party.p/534127/styass-events-presents-midweek
Karaoke Night,20 augustus 2025,https://www.leclubbbq.nl/blog/etn/karaoke-night,https://www.djguide.nl/party.p/533941/karaoke-night
Nightz - Every Thursday,21 augustus 2025,https://www.bitterzoet.com/,https://www.djguide.nl/party.p/516737/nightz-every-thursday
Super Summer (19+),21 augustus 2025,https://chicagosocialclub.nl/,https://www.djguide.nl/party.p/534639/super-summer-19
Mémoire - 18+,21 augustus 2025,https://www.chinchinclub.nl/,https://www.djguide.nl/party.p/533883/mmoire-18
Nyx Op Donderdag,21 augustus 2025,https://clubnyx.nl/ | https://www.nyxopdonderdag.nl/,https://www.djguide.nl/party.p/535353/nyx-op-donderdag
Jueves Latino (Latin Night),21 augustus 2025,https://www.cluboutamsterdam.nl/ | https://www.fourvenues.com/en/club-out1/events/jueves-latino-latin-night-21-08-2025-E7RR,https://www.djguide.nl/party.p/534704/jueves-latino-latin-night
Prime - Plus One+,21 augustus 2025,https://www.clubprime.nl/,https://www.djguide.nl/party.p/534444/prime-plus-one
Radio Hinter: Oberhaum,21 augustus 2025,https://www.derhintergarten.nl/ | https://www.fourvenues.com/en/der-hintergarten-group/events/radio-hinter-oberhaum-21-08-2025-86DV,https://www.djguide.nl/party.p/534232/radio-hinter-oberhaum
Video,21 augustus 2025,https://escape.nl/,https://www.djguide.nl/party.p/531791/video
Ìpọ̀sìn’s Peace.: H!dden G3ms,21 augustus 2025,https://www.garagenoord.com/club/iposin-s-peace-hidden-g3ms,https://www.djguide.nl/party.p/534074/psns-peace.-hdden-g3ms
Thirsty Thursdays,21 augustus 2025,https://ibizalounge.amsterdam/,https://www.djguide.nl/party.p/534215/thirsty-thursdays
Thirstdays TM - By Jimmy Woo (19+),21 augustus 2025,https://www.jimmywoo.com/,https://www.djguide.nl/party.p/529726/thirstdays-tm-by-jimmy-woo-19
Techno Sessions,21 augustus 2025,https://www.clubjohndoe.nl/,https://www.djguide.nl/party.p/532491/techno-sessions
Bambu,21 augustus 2025,https://www.oliva-amsterdam.nl/,https://www.djguide.nl/party.p/522637/bambu
Guilty Thurdsday,21 augustus 2025,https://www.pacificamsterdam.nl/,https://www.djguide.nl/party.p/535553/guilty-thurdsday
EAST Techno Collective | SAIL 2025,21 augustus 2025,https://panama.nl/ | https://ra.co/events/2185290,https://www.djguide.nl/party.p/532645/east-techno-collective-sail-2025
From The Floor To The Decks,21 augustus 2025,https://www.paradiso.nl/en/program/from-the-floor-to-the-decks/2584709,https://www.djguide.nl/party.p/532646/from-the-floor-to-the-decks
NO VAI powered by Patta Soundsystem,21 augustus 2025,https://radioradio.radio/club,https://www.djguide.nl/party.p/536117/no-vai-powered-by-patta-soundsystem
Velvet Thursdays x Hotbox Collective,21 augustus 2025,https://soulkitchenamsterdam.nl/,https://www.djguide.nl/party.p/534705/velvet-thursdays-x-hotbox-collective
Dale Tequila w/ D-Rashid & Friends,21 augustus 2025,https://thetequilaclub.nl/,https://www.djguide.nl/party.p/536203/dale-tequila-w-d-rashid-friends
Summer Breeze Latin Night At Westweelde - Summer 2025 #11,21 augustus 2025,https://www.westweelde.nl/,https://www.djguide.nl/party.p/530339/summer-breeze-latin-night-at-westweelde-summer-2025-11
Around The World,21 augustus 2025,https://www.tramzicht.nl/,https://www.djguide.nl/party.p/533427/around-the-world
King Of Hearts (Wowi Bday Bash),21 augustus 2025,https://www.cuberotterdam.nl/,https://www.djguide.nl/party.p/536164/king-of-hearts-wowi-bday-bash
Latin Thursday,21 augustus 2025,https://bird-rotterdam.nl/garden,https://www.djguide.nl/party.p/524609/latin-thursday
De Dansvloer,21 augustus 2025,https://www.nar.nl/,https://www.djguide.nl/party.p/530755/de-dansvloer
Latin Blast met Dj Gilly & Dj E-Deep,22 augustus 2025,https://www.clubnouvelle.nl/,https://www.djguide.nl/party.p/533451/latin-blast-met-dj-gilly-dj-e-deep
Flama,22 augustus 2025,https://www.bitterzoet.com/,https://www.djguide.nl/party.p/532877/flama
De Scheepvaart Borrel (Sail 2025),22 augustus 2025,https://eivissa-events.com/,https://www.djguide.nl/party.p/523450/de-scheepvaart-borrel-sail-2025
Kult Funktion x BRET x Shermanology (18+),22 augustus 2025,https://www.bret.bar/,https://www.djguide.nl/party.p/533450/kult-funktion-x-bret-x-shermanology-18
Colorful,22 augustus 2025,https://chicagosocialclub.nl/,https://www.djguide.nl/party.p/533971/colorful
Fusion - 20+,22 augustus 2025,https://www.chinchinclub.nl/,https://www.djguide.nl/party.p/533884/fusion-20
SUMMER VIBES: A brand-new summer pop-up by Club Leidse,22 augustus 2025,https://www.club-leidse.com/,https://www.djguide.nl/party.p/529536/summer-vibes-a-brand-new-summer-pop-up-by-club-leidse
Love Afrobeats,22 augustus 2025,https://www.clubnoir-amsterdam.nl/,https://www.djguide.nl/party.p/534447/love-afrobeats
Vrijdag is NYX,22 augustus 2025,https://clubnyx.nl/,https://www.djguide.nl/party.p/532649/vrijdag-is-nyx
Noche Latina (Latin Night),22 augustus 2025,https://www.cluboutamsterdam.nl/,https://www.djguide.nl/party.p/534706/noche-latina-latin-night
